sample,fastq_1,fastq_2,marker,run
11240_LR_621_S11_S338,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_621_S11_S338_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_621_S11_S338_R2_cuta_noprim.fastq.gz,16S,run1
11240_LR_621_S12_S339,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_621_S12_S339_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_621_S12_S339_R2_cuta_noprim.fastq.gz,16S,run1
11240_LR_621_S1_S336,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_621_S1_S336_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_621_S1_S336_R2_cuta_noprim.fastq.gz,16S,run1
11240_LR_621_S2_S340,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_621_S2_S340_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_621_S2_S340_R2_cuta_noprim.fastq.gz,16S,run1
11240_LR_621_S3_S341,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_621_S3_S341_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_621_S3_S341_R2_cuta_noprim.fastq.gz,16S,run1
11240_LR_621_S4_S342,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_621_S4_S342_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_621_S4_S342_R2_cuta_noprim.fastq.gz,16S,run1
11240_LR_621_S5_S343,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_621_S5_S343_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_621_S5_S343_R2_cuta_noprim.fastq.gz,16S,run1
11240_LR_621_S6_S344,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_621_S6_S344_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_621_S6_S344_R2_cuta_noprim.fastq.gz,16S,run1
11240_LR_621_S7_S345,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_621_S7_S345_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_621_S7_S345_R2_cuta_noprim.fastq.gz,16S,run1
11240_LR_621_S8_S346,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_621_S8_S346_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_621_S8_S346_R2_cuta_noprim.fastq.gz,16S,run1
11240_LR_621_S9_S347,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_621_S9_S347_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_621_S9_S347_R2_cuta_noprim.fastq.gz,16S,run1
11240_LR_721_W1_S348,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_721_W1_S348_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_721_W1_S348_R2_cuta_noprim.fastq.gz,16S,run1
11240_LR_721_W2_S349,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_721_W2_S349_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_721_W2_S349_R2_cuta_noprim.fastq.gz,16S,run1
11240_LR_721_W3_S350,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_721_W3_S350_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_721_W3_S350_R2_cuta_noprim.fastq.gz,16S,run1
11240_LR_722_S10_S352,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_722_S10_S352_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_722_S10_S352_R2_cuta_noprim.fastq.gz,16S,run1
11240_LR_722_S11_S353,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_722_S11_S353_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_722_S11_S353_R2_cuta_noprim.fastq.gz,16S,run1
11240_LR_722_S12_S354,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_722_S12_S354_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_722_S12_S354_R2_cuta_noprim.fastq.gz,16S,run1
11240_LR_722_S1_S351,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_722_S1_S351_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_722_S1_S351_R2_cuta_noprim.fastq.gz,16S,run1
11240_LR_722_S2_S355,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_722_S2_S355_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_722_S2_S355_R2_cuta_noprim.fastq.gz,16S,run1
11240_LR_722_S3_S356,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_722_S3_S356_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_722_S3_S356_R2_cuta_noprim.fastq.gz,16S,run1
11240_LR_722_S4_S357,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_722_S4_S357_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_722_S4_S357_R2_cuta_noprim.fastq.gz,16S,run1
11240_LR_722_S5_S358,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_722_S5_S358_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_722_S5_S358_R2_cuta_noprim.fastq.gz,16S,run1
11240_LR_722_S6_S359,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_722_S6_S359_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_722_S6_S359_R2_cuta_noprim.fastq.gz,16S,run1
11240_LR_722_S7_S360,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_722_S7_S360_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_722_S7_S360_R2_cuta_noprim.fastq.gz,16S,run1
11240_LR_722_S8_S361,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_722_S8_S361_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_722_S8_S361_R2_cuta_noprim.fastq.gz,16S,run1
11240_LR_722_S9_S362,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_722_S9_S362_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_722_S9_S362_R2_cuta_noprim.fastq.gz,16S,run1
11240_LR_722_W1_S363,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_722_W1_S363_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_722_W1_S363_R2_cuta_noprim.fastq.gz,16S,run1
11240_LR_722_W2_S364,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_722_W2_S364_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_722_W2_S364_R2_cuta_noprim.fastq.gz,16S,run1
11240_LR_722_W3_S365,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_722_W3_S365_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_LR_722_W3_S365_R2_cuta_noprim.fastq.gz,16S,run1
11240_NTC_2021_F1_S366,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_NTC_2021_F1_S366_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_NTC_2021_F1_S366_R2_cuta_noprim.fastq.gz,16S,run1
11240_NTC_2021_G1_S367,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_NTC_2021_G1_S367_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_NTC_2021_G1_S367_R2_cuta_noprim.fastq.gz,16S,run1
11240_Negative_p1_S368,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_Negative_p1_S368_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_Negative_p1_S368_R2_cuta_noprim.fastq.gz,16S,run1
11240_Negative_p2_S369,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_Negative_p2_S369_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_Negative_p2_S369_R2_cuta_noprim.fastq.gz,16S,run1
11240_Negative_p3_S370,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_Negative_p3_S370_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_Negative_p3_S370_R2_cuta_noprim.fastq.gz,16S,run1
11240_Positive_p1_S371,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_Positive_p1_S371_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_Positive_p1_S371_R2_cuta_noprim.fastq.gz,16S,run1
11240_Positive_p2_S372,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_Positive_p2_S372_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_Positive_p2_S372_R2_cuta_noprim.fastq.gz,16S,run1
11240_Positive_p3_S373,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_Positive_p3_S373_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_Positive_p3_S373_R2_cuta_noprim.fastq.gz,16S,run1
11240_non_autoclaved_filter_S374,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_non_autoclaved_filter_S374_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/16S/15_no_primers/11240_non_autoclaved_filter_S374_R2_cuta_noprim.fastq.gz,16S,run1
11240_HC_1123_W1_S136,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_1123_W1_S136_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_1123_W1_S136_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_1123_W2_S137,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_1123_W2_S137_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_1123_W2_S137_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_1123_W3_S138,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_1123_W3_S138_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_1123_W3_S138_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_323_S10_S140,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_323_S10_S140_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_323_S10_S140_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_323_S11_S141,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_323_S11_S141_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_323_S11_S141_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_323_S12_S142,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_323_S12_S142_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_323_S12_S142_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_323_S1_S139,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_323_S1_S139_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_323_S1_S139_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_323_S2_S143,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_323_S2_S143_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_323_S2_S143_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_323_S3_S144,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_323_S3_S144_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_323_S3_S144_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_323_S4_S145,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_323_S4_S145_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_323_S4_S145_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_323_S5_S146,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_323_S5_S146_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_323_S5_S146_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_323_S6_S147,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_323_S6_S147_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_323_S6_S147_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_323_S7_S148,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_323_S7_S148_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_323_S7_S148_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_323_S8_S149,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_323_S8_S149_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_323_S8_S149_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_323_S9_S150,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_323_S9_S150_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_323_S9_S150_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_323_W1_S151,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_323_W1_S151_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_323_W1_S151_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_323_W2_S152,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_323_W2_S152_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_323_W2_S152_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_323_W3_S153,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_323_W3_S153_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_323_W3_S153_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_621_S10_S155,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_621_S10_S155_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_621_S10_S155_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_621_S11_S156,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_621_S11_S156_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_621_S11_S156_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_621_S12_S157,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_621_S12_S157_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_621_S12_S157_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_621_S1_S154,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_621_S1_S154_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_621_S1_S154_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_621_S2_S158,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_621_S2_S158_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_621_S2_S158_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_621_S3_S159,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_621_S3_S159_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_621_S3_S159_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_621_S4_S160,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_621_S4_S160_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_621_S4_S160_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_621_S5_S161,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_621_S5_S161_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_621_S5_S161_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_621_S6_S162,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_621_S6_S162_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_621_S6_S162_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_621_S7_S163,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_621_S7_S163_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_621_S7_S163_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_621_S8_S164,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_621_S8_S164_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_621_S8_S164_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_621_S9_S165,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_621_S9_S165_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_621_S9_S165_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_721_W1_S166,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_721_W1_S166_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_721_W1_S166_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_721_W2_S167,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_721_W2_S167_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_721_W2_S167_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_721_W3_S168,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_721_W3_S168_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_721_W3_S168_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_722_S10_S170,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_722_S10_S170_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_722_S10_S170_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_722_S11_S171,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_722_S11_S171_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_722_S11_S171_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_722_S12_S172,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_722_S12_S172_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_722_S12_S172_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_722_S1_S169,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_722_S1_S169_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_722_S1_S169_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_722_S2_S173,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_722_S2_S173_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_722_S2_S173_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_722_S3_S174,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_722_S3_S174_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_722_S3_S174_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_722_S4_S175,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_722_S4_S175_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_722_S4_S175_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_722_S5_S176,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_722_S5_S176_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_722_S5_S176_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_722_S6_S177,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_722_S6_S177_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_722_S6_S177_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_722_S7_S178,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_722_S7_S178_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_722_S7_S178_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_722_S8_S179,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_722_S8_S179_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_722_S8_S179_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_722_S9_S180,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_722_S9_S180_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_722_S9_S180_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_722_W1_S181,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_722_W1_S181_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_722_W1_S181_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_722_W2_S182,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_722_W2_S182_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_722_W2_S182_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HC_722_W3_S183,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_722_W3_S183_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HC_722_W3_S183_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HH_1123_W1_S184,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HH_1123_W1_S184_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HH_1123_W1_S184_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HH_1123_W2_S185,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HH_1123_W2_S185_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HH_1123_W2_S185_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HH_1123_W3_S186,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HH_1123_W3_S186_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HH_1123_W3_S186_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HH_323_W1_S187,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HH_323_W1_S187_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HH_323_W1_S187_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HH_323_W2_S188,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HH_323_W2_S188_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HH_323_W2_S188_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HH_323_W3_S189,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HH_323_W3_S189_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HH_323_W3_S189_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HH_722_S10_S191,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HH_722_S10_S191_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HH_722_S10_S191_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HH_722_S11_S192,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HH_722_S11_S192_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HH_722_S11_S192_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HH_722_S12_S193,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HH_722_S12_S193_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HH_722_S12_S193_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HH_722_S1_S190,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HH_722_S1_S190_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HH_722_S1_S190_R2_cuta_noprim.fastq.gz,CO1,run1
11240_HH_722_S2_S194,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HH_722_S2_S194_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/V0347/COI/15_no_primers/11240_HH_722_S2_S194_R2_cuta_noprim.fastq.gz,CO1,run1
